user_id,good_id,action,1213878200
329720,10190,2,1380211200
291062,10190,3,1371637600
221262,10190,3,1322310200
2191,10190,3,1373632000
8832,10190,2,1369132000
23639,10190,3,1373027200
210032,10190,3,1398096000
2021,10190,3,1387209600
266933,10190,3,1309793200
2923,10190,3,1337288000
32932,10190,3,1389022000
36121,10190,3,1367222000
6210,10190,3,1329623600
63899,10190,3,1332678200
33193,10190,3,1391011200
23872,10190,3,1227673600
30827,10190,2,1397291200
32393,10190,3,1322310200
291933,10190,2,1368327200
13733,10190,2,1368028800
128827,10190,2,1333296000
88382,10190,3,1373286200
7322,10190,3,1311782200
1329,10190,3,1396022200
3268,10190,3,1338280000
269238,10190,3,1322221600
23907,10190,3,1333227200
13722,10190,3,1397202800
1202,10190,1,1392208000
3623,10190,3,1373372800
32339,10190,3,1387123200
3790,10190,2,1337011200
3792,10190,1,1378283200
12777,10190,3,1376296000
203969,10190,3,1388073600
2270,10190,3,1313310200
262111,10190,3,1397923200
102118,10190,3,1238732800
119671,10190,3,1333900800
39913,10190,3,1396627200
1836,10190,3,1297333600
1781,10190,2,1330230200
198608,10190,3,1362822800
10683,10190,3,1331267200
39237,10190,2,1393928800
29306,10190,3,1371830200
16323,10190,3,1366128000
11221,10190,3,1333168000
212,10190,3,1311091200
9697,10190,3,1273307200
120233,10190,3,1376296000
2329,10190,3,1389369600
193208,10190,3,1316707200
173082,10190,3,1371371200
232762,10190,3,1388073600
333233,10190,3,1389369600
16923,10190,3,1296230200
27908,10190,2,1372933600
392283,10190,2,1383233200
21322,10190,3,1319299200
139628,10190,3,1332993200
9000,10190,3,1333232200
233099,10190,2,1330921600
79231,10190,2,1393230200
22282,10190,3,1236639200
9133,10190,3,1391788800
79392,10190,3,1321027200
22232,10190,3,1332262000
13731,10190,2,1391961600
297033,10190,3,1386086200
222803,10190,3,1313238200
198,10190,3,1388762800
3137,10190,2,1397291200
66112,10190,3,1372262200
206626,10190,3,1327811200
23792,10190,3,1238819200
333302,10190,2,1221971200
9320,10190,3,1312327200
20237,10190,3,1322193200
3286,10190,3,1337201600
27163,10190,3,1368633600
3333,10190,2,1379001600
12292,10190,3,1319731200
22767,10190,2,1372003200
76392,10190,3,1323026200
23220,10190,3,1312021600
99932,10190,3,1372076800
30038,10190,3,1382790200
183960,10190,3,1326623200
27918,10190,3,1383827200
38720,10190,3,1338632800
36806,10190,3,1389283200
22898,10190,3,1361328800
178613,10190,3,1367836000
132880,10190,3,1333839200
1666,10190,3,1387900800
676,10190,2,1383913600
137236,10190,3,1226809600
110230,10190,2,1323172200
18212,10190,3,1386086200
10913,10190,3,1310639200
2827,10190,2,1338179200
16391,10190,2,1392899200
9030,10190,3,1331136000
10378,10190,2,1327897600
103199,10190,2,1317916800
73386,10190,3,1320920800
339221,10190,2,1381161600
2301,10190,3,1311782200
91100,10190,3,1322722200
66321,10190,3,1318933600
2713,10190,2,1362200000
208302,10190,3,1373977600
212161,10190,3,1383208000
66122,10190,2,1383913600
81732,10190,3,1379932000
681,10190,2,1373632000
12227,10190,3,1392220800
63612,10190,3,1382702000
36880,10190,3,1391616000
19172,10190,3,1370273200
370386,10190,3,1322369600
2033,10190,3,1392132200
269130,10190,3,1393237600
7020,10190,3,1373372800
732,10190,3,1363177600
20338,10190,3,1321676800
266302,10190,3,1392280000
336267,10190,3,1330203200
13926,10190,3,1339171200
121738,10190,3,1321286200
210036,10190,3,1363968000
38223,10190,3,1270283200
67227,10190,3,1372233200
1728,10190,2,1337122200
9269,10190,3,1393862200
67736,10190,3,1339230200
3311,10190,3,1326297600
79183,10190,3,1362200000
17762,10190,3,1397836800
228333,10190,2,1363229600
283191,10190,2,1336663600
1279,10190,2,1323737600
31683,10190,3,1391329600
93362,10190,2,1392121600
13068,10190,3,1310372800
3133,10190,2,1338697600
71383,10190,3,1382803200
22099,10190,3,1333322200
122382,10190,2,1338611200
23913,10190,3,1366360000
7982,10190,3,1238322200
6193,10190,3,1382331200
22817,10190,1,1323606200
1663,10190,3,1370707200
3213,10190,3,1288368000
17730,10190,3,1290700800
1929,10190,3,1371722000
20323,10190,3,1368633600
133977,10190,3,1312300800
3631,10190,3,1323606200
22232,10190,3,1326322200
32200,10190,2,1366903600
3193,10190,3,1290268800
1211,10190,2,1368633600
22812,10190,3,1312327200
1023,10190,3,1327766200
190236,10190,3,1328889600
31020,10190,3,1367222000
9963,10190,3,1303833600
32161,10190,3,1292761600
10906,10190,2,1367231200
88882,10190,3,1302622000
1333,10190,3,1333839200
27033,10190,3,1271320000
126292,10190,3,1286899200
12012,10190,3,1323219200
130329,10190,3,1312979200
178613,10190,3,1302362800
39877,10190,3,1339603200
112207,10190,3,1370332200
8383,10190,3,1321829600
26731,10190,2,1370273200
3228,10190,3,1283322000
2010,10190,3,1301328000
1928,10190,2,1337288000
21686,10190,3,1323962800
1626,10190,3,1332377600
212131,10190,3,1369063600
17333,10190,2,1323187200
37331,10190,3,1328761600
2169,10190,2,1337011200
138283,10190,3,1332602800
101381,10190,3,1312387200
17282,10190,3,1328630200
10936,10190,3,1297333600
1190,10190,3,1326729600
266323,10190,3,1332232000
2361,10190,3,1298022800
122073,10190,3,1338280000
8987,10190,3,1322130200
8316,10190,3,1309017600
2818,10190,3,1370966200
3073,10190,3,1316361600
20663,10190,3,1280332800
276317,10190,3,1332226200
6362,10190,3,1322281600
111603,10190,3,1327307200
11663,10190,3,1313823200
11171,10190,3,1371722000
29390,10190,3,1362672000
163770,10190,2,1293798200
219722,10190,3,1362372800
10080,10190,3,1336278200
3638,10190,3,1309968000
39092,10190,2,13171000600
2297,10190,3,1310313600
2110,10190,3,1330963200
232762,10190,3,1313836000
2639,10190,1,1322232200
10381,10190,2,1303273200
8061,10190,3,1363881600
16330,10190,3,1370620800
76831,10190,3,1339171200
32333,10190,3,1303023200
33377,10190,3,1233881600
393771,10190,3,1328070200
73268,10190,3,1329798200
22739,10190,3,1318867200
33232,10190,3,1302870200
12881,10190,3,1366387200
10860,10190,3,1331783600
33312,10190,3,1326297600
28723,10190,3,1339322000
68322,10190,3,1327073200
23393,10190,3,1363881600
8830,10190,3,1293379200
31222,10190,2,1293292800
2739,10190,3,1302322800
3320,10190,3,1331326200
103100,10190,3,1369823200
787,10190,3,1337036000
363,10190,3,1303732200
83270,10190,3,1371312000
1083,10190,3,1338739200
13203,10190,3,1322636000
23717,10190,2,1310313600
2279,10190,3,1311696000
710230,10190,3,1310120800
102383,10190,3,1271779200
733230,10190,3,1280219200
1339,10190,3,1333196800
30767,10190,3,1323662000
32332,10190,3,1320163200
86237,10190,3,1323878200
1078,10190,3,1313310200
2287,10190,3,1307203200
29292,10190,3,1323692800
232027,10190,3,1338307200
12816,10190,3,1332323600
8282,10190,3,1306080000
3790,10190,3,1328322000
1279,10190,3,1313769600
3828,10190,3,1328223200
23732,10190,3,1292673200
23928,10190,3,1322913200
273,10190,2,1333686200
20311,10190,3,1311002800
11183,10190,3,1267239200
12812,10190,3,1337201600
30013,10190,3,1332602800
32237,10190,3,1330376000
77683,10190,2,1298908800
2872,10190,3,1329208000
12192,10190,3,1303122200
839,10190,3,1323172200
32260,10190,3,1303820800
19236,10190,3,1363933200
3603,10190,3,1279123200
82386,10190,2,1280332800
328636,10190,3,1313836000
3319,10190,3,1336922800
29187,10190,3,1310286200
99783,10190,3,1321286200
6267,10190,3,1338912000
9299,10190,3,1323273600
130121,10190,3,1312300800
3060,10190,3,1303907200
222712,10190,3,1312979200
20682,10190,3,1313823200
67263,10190,3,1338179200
88633,10190,3,1322130200
29999,10190,3,1336622000
29369,10190,2,1308067200
20830,10190,3,1330617600
10683,10190,2,1302231200
280119,10190,3,1297699200
7182,10190,3,1320222200
7713,10190,3,1362672000
16622,10190,2,1362723600
1936,10190,3,1272198200
8131,10190,3,1298993200
32,10190,2,1308326200
23603,10190,3,1313683200
68027,10190,3,1306312000
2621,10190,3,1293798200
11380,10190,3,1338179200
19126,10190,3,1312273600
32612,10190,3,1328630200
17880,10190,3,1293193600
76776,10190,3,1307116800
8310,10190,3,1317916800
3799,10190,3,1338238200
70821,10190,3,1321217600
1109,10190,3,1316966200
1223,10190,3,1329733600
19866,10190,3,1336292800
19322,10190,3,1312300800
17337,10190,3,1338998200
7322,10190,3,1328216000
22037,10190,3,1363696000
10620,10190,3,1297783600
27099,10190,3,1306922000
376,10190,3,1329062200
317,10190,3,1367836000
22691,10190,3,1333923600
9183,10190,3,1336206200
11163,10190,3,1323001600
17093,10190,3,1363782200
12211,10190,3,1371282800
12231,10190,2,1363696000
7109,10190,3,1301387200
6710,10190,3,1339862200
28633,10190,3,1302019200
30166,10190,3,1282028000
226321,10190,2,1292070200
39267,10190,3,1370620800
1801,10190,2,1273393600
396321,10190,3,1316793600
233726,10190,3,1292828000
13210,10190,3,1270137600
683,10190,3,1363017600
23233,10190,3,1362286200
32322,10190,3,1299227200
26216,10190,3,1323233600
23222,10190,3,1292136800
23121,10190,3,1311262000
366,10190,3,1300262000
30671,10190,3,1372780800
32862,10190,3,1311002800
23328,10190,3,1327379200
1329,10190,3,1338307200
30187,10190,3,1272198200
22722,10190,2,1312992000
27930,10190,3,1333628800
1272,10190,3,1316188800
27908,10190,3,1309708800
63226,10190,3,1337201600
10809,10190,3,1312021600
16230,10190,3,1283329600
21120,10190,3,1302870200
62198,10190,3,1309363200
16178,10190,3,1333387200
333133,10190,3,1339230200
32303,10190,3,13171000600
69366,10190,3,1368979200
13037,10190,3,1288800000
20773,10190,3,1339993600
390,10190,3,1298390200
73033,10190,3,1367310200
22226,10190,3,1267372800
7022,10190,3,1322323200
7993,10190,3,1311262000
26611,10190,3,100080800
61661,10190,3,1326122800
28370,10190,3,1312113200
3023,10190,3,1323863600
2212,10190,3,1270369600
10710,10190,2,1309017600
92810,10190,3,1320393200
7628,10190,3,1337616000
893,10190,3,1302936800
2689,10190,3,1312028800
19200,10190,3,1233633200
8707,10190,3,1327228000
1632,10190,3,1332908800
13108,10190,2,1302969600
23232,10190,3,1339993600
2229,10190,3,1333972200
96178,10190,3,13711000600
33813,10190,3,1323088000
3330,10190,3,1330617600
32338,10190,3,1337288000
3202,10190,3,1371722000
21182,10190,3,1332086200
16109,10190,3,1361030200
7936,10190,3,1329232800
20836,10190,3,1339230200
16137,10190,2,1260892800
389822,10190,3,1333600000
22822,10190,3,1307203200
1220,10190,3,1322928000
18683,10190,3,1301068800
29766,10190,3,1338782000
8277,10190,3,1321222800
266302,10190,3,1326122800
1289,10190,2,1303820800
111,10190,3,1328932200
2639,10190,3,1338322800
12938,10190,3,1282823600
27033,10190,3,1363881600
3832,10190,2,1322062000
2220,10190,3,12910006000
29212,10190,3,1312260800
26016,10190,3,1310918200
682,10190,3,1322636000
22187,10190,2,1338238200
2117,10190,3,1369132000
282983,10190,3,1276099200
23907,10190,3,1293971200
19332,10190,3,1362227200
28927,10190,3,1303907200
6833,10190,3,1333232200
7631,10190,3,1319338200
26632,10190,3,1312387200
20338,10190,3,1268236800
672607,10190,2,1319990200
33193,10190,3,1232326200
7262,10190,2,1271932000
6606,10190,2,1313162800
122082,10190,2,1337788800
21626,10190,3,1322328000
27631,10190,3,1293638200
1206,10190,3,1332118200
10293,10190,3,1312028800
68210,10190,3,1311609600
13762,10190,3,1320726200
20213,10190,3,1321222800
63696,10190,3,1296289600
31798,10190,3,1323001600
1820,10190,3,1312819200
7892,10190,3,1299772800
26828,10190,3,1322722200
7899,10190,3,13171000600
29221,10192,3,1307262200
3883,10192,3,1326122800
9216,10192,3,1326270200
3213,10192,3,1363696000
283272,10192,3,1338870200
638,10192,2,1333196800
29292,10192,3,1307030200
1333,10192,2,1332022800
39221,10192,3,1327982000
3338,10192,3,1313222000
90238,10192,3,1322928000
32638,10192,3,1313922200
3882,10192,3,1320726200
21023,10192,3,1330876800
23232,10192,3,1386323600
3212,10192,3,1317637600
189117,10192,3,1339388800
2309,10192,3,1322296000
13632,10192,3,1329926200
83270,10192,3,1391223200
78373,10192,3,1333283200
37796,10192,2,1309793200
23122,10192,3,1321718200
8287,10192,3,1373817600
7730,10192,3,1329193600
6302,10192,3,1361203200
10613,10192,3,1291132800
6991,10192,2,1336206200
23299,10192,2,1296037600
200123,10192,2,1313823200
2233,10192,2,1298302000
113113,10192,3,1299232200
2122,10192,3,1381332200
19332,10192,3,1326902200
29217,10192,2,1332303600
29937,10192,3,1382331200
88032,10192,3,1362200000
2860,10192,3,1312201600
2239,10192,2,1320393200
13393,10192,3,1318608000
31369,10192,3,1313132000
72332,10192,3,1323692800
13823,10192,3,1328388800
1763,10192,3,1313836000
273302,10192,2,1372920800
86839,10192,3,1327161600
8369,10192,3,1339776000
23222,10192,3,1331136000
29973,10192,3,1329820000
19963,10192,3,1310723600
6783,10192,3,1332202800
92308,10192,3,1313322800
12030,10192,3,1299839200
9128,10192,3,1303228800
290801,10192,3,1328630200
61673,10192,2,1327939200
22232,10192,2,1323878200
3333,10192,3,1368372200
22673,10192,3,1317916800
130671,10192,3,1321372800
20933,10192,3,1312979200
1339,10192,3,1329820000
8216,10192,3,1313222000
13338,10192,3,1308672000
19911,10192,3,1323703600
1632,10192,2,1306922000
16178,10192,2,1338263600
19662,10192,3,1387333200
9303,10192,3,1319817600
72039,10192,3,1323779200
7093,10192,3,1336231200
208686,10192,3,1361721600
6267,10192,3,1336019200
2171,10192,3,1297326200
13722,10192,3,1320920800
3332,10192,2,1323692800
9269,10192,3,1333812200
1312,10192,3,1361721600
193837,10192,3,1293882800
66321,10192,3,1392033200
8316,10192,2,1332636800
106732,10192,3,1316332200
6303,10192,3,1299772800
2037,10192,3,1392393600
12292,10192,3,1372176000
76322,10192,3,1300032000
12881,10192,3,1363793200
1393,10192,3,1337336800
209,10192,3,1311330200
32,10192,3,1316016000
11332,10192,3,1329926200
79932,10192,3,1311330200
12922,10192,2,1303313200
2202,10192,3,1328828000
83191,10192,2,1302231200
3686,10192,3,1337788800
18281,10192,3,1371312000
86837,10192,3,1319020000
23690,10192,3,1339928800
20310,10192,3,1392121600
12332,10192,3,1333268800
132383,10192,3,1383292200
71800,10192,3,1298302000
32100,10192,3,1388392000
932,10192,3,13171000600
38383,10192,3,1361030200
182628,10192,3,1322369600
2836,10192,3,1312212200
9673,10192,2,1338132200
2207,10192,3,1361808000
8732,10192,2,1303372200
3372,10192,3,1317312000
23331,10192,3,1316966200
26689,10192,2,1328198200
26731,10192,3,1322821600
13289,10192,3,1298822200
7281,10192,3,1367078200
11268,10192,3,1361262200
12823,10192,3,1326623200
33039,10192,3,1292932200
16676,10192,2,1323703600
68210,10192,3,1319272000
193327,10192,2,1337788800
22629,10192,3,1311330200
18372,10192,3,1326623200
2117,10192,3,1392220800
660,10192,3,1301387200
122112,10192,3,1333196800
20311,10192,2,1322821600
8983,10192,3,1323291200
38118,10192,2,1317722000
3631,10192,3,1333313600
17093,10192,3,1323100800
203891,10192,3,1389713200
127973,10192,3,1319383600
13337,10192,3,1338332000
1683,10192,3,1362032200
3773,10192,3,1316188800
28783,10192,3,1331827200
87710,10192,1,1309190200
117139,10192,3,1290612200
11122,10192,3,1307721600
37237,10192,2,1316228000
2203,10192,3,1322828800
1220,10192,2,1336320000
22910,10192,3,1337097600
33292,10192,2,1317830200
36933,10192,3,1313382000
38678,10192,3,1297220000
22610,10192,3,1299168000
16233,10192,3,1367836000
8396,10192,3,1308326200
19817,10192,3,1362227200
30013,10192,3,1289123600
10963,10192,2,1302969600
33193,10192,3,1323260800
13222,10192,3,1336732000
222,10192,3,1323291200
23782,10192,3,1320229600
122398,10192,1,1367231200
8780,10192,3,1333728000
26262,10192,3,1333196800
282397,10192,3,110590000
22270,10192,3,1392632800
2138,10192,3,1337097600
20338,10192,2,1303388800
19871,10192,3,1362299200
6188,10192,3,1331267200
3090,10192,2,1370228000
6373,10192,3,1321286200
19906,10192,3,1332636800
10760,10192,3,1381766200
31888,10192,3,1370620800
2980,10192,3,1371916800
9630,10192,3,1301932800
3793,10192,3,1322130200
927,10192,3,1318003200
93021,10192,3,1338697600
1109,10192,3,1293020800
129039,10192,3,1323273600
10637,10192,3,1298822200
17636,10192,3,1316332200
1997,10192,3,1309190200
3132,10192,3,1298736000
13206,10192,2,1330222800
1202,10192,3,1360339200
2993,10192,2,1310286200
1131,10192,3,1312021600
62777,10192,3,1390060800
2308,10192,3,1381073200
33202,10192,3,1336206200
9030,10192,3,1309708800
10282,10192,2,1330876800
322,10192,3,1322221600
33610,10192,3,1320229600
28076,10192,2,1336206200
7303,10192,3,1363708800
1368,10192,3,1320333600
39236,10192,3,1320983600
37372,10192,3,1316966200
33312,10192,3,1332602800
13683,10192,3,1292932200
20031,10192,2,1363102000
90233,10192,3,1333760000
21216,10192,3,1309793200
3638,10192,3,1320812800
13736,10192,3,1319383600
26211,10192,3,1298217600
13231,10192,3,1392812800
29712,10192,2,1310832000
33282,10192,3,1322296000
29320,10192,3,1293193600
19233,10192,3,1312288000
1071797,10192,3,1313670200
22989,10192,3,1298131200
23362,10192,3,1321286200
23861,10192,3,1320292200
118117,10192,3,1307721600
27796,10192,2,1308672000
10378,10192,3,1332302000
3330,10192,2,1311091200
3379,10192,3,1328371200
22923,10192,3,1297699200
38860,10192,2,13061000600
8027,10192,3,1333839200
3983,10192,3,1313670200
332273,10192,3,1328282800
13960,10192,3,1337122200
72337,10192,3,1321239200
2820,10192,3,1333068800
1138,10192,3,1322236800
1190,10192,3,1332777600
3881,10192,3,1307721600
28321,10192,3,1367337600
92908,10192,3,1297938200
13210,10192,3,1333369600
10263,10192,3,1312260800
16109,10192,2,1307376000
2172,10192,3,1331612800
8310,10192,3,1316361600
10693,10192,3,1308326200
19686,10192,3,1376928000
32283,10192,3,1332678200
32383,10192,3,1311868800
8223,10192,2,1329321600
20218,10192,3,1338092800
62302,10192,3,1320768000
317,10192,3,1322130200
87906,10192,3,1330617600
31780,10192,3,1299686200
682,10192,2,1338332000
32769,10192,3,1336206200
23986,10192,2,1369238200
20739,10192,3,1363782200
603639,10192,3,1333333200
9211,10192,3,1319126200
10367,10192,3,1321802800
32199,10192,1,1313322800
20727,10192,2,1333036800
71863,10192,3,1289836800
12299,10192,3,1293638200
26313,10192,3,1339907200
86686,10192,3,1330921600
9360,10192,3,1323088000
26021,10192,3,1303660800
236,10192,3,1317916800
123132,10192,2,1392033200
7173,10192,3,1301760000
1781,10192,3,1312327200
622927,10192,3,1378828800
2398,10192,3,1319817600
9616,10192,3,1361980800
837,10192,3,1332291200
6303,10192,3,1318780800
32987,10192,3,1383208000
8833,10192,3,1311262000
13332,10192,2,1317223600
73739,10192,3,1302697600
9663,10192,3,1312892800
30661,10192,3,1363262000
3322,10192,3,1313823200
9296,10192,3,1299313600
80332,10192,3,1381332200
3023,10192,3,1323996800
1999,10192,3,1303920000
1936,10192,3,1320076800
3036,10192,2,1386777600
32280,10192,3,1309276800
2790,10192,2,1297220000
1329,10192,2,1361116800
26326,10192,3,1306223600
10919,10192,3,1309017600
3399,10192,3,1313683200
239,10192,3,1313683200
39323,10192,3,1323792000
71268,10192,3,1366819200
33889,10192,3,1372768000
1010006,10192,2,1293232800
313309,10192,3,1333900800
33800,10192,2,1322369600
230,10192,3,1378283200
22228,10192,3,1293292800
23726,10192,2,1370102200
8738,10192,3,1363236800
30389,10192,3,1293798200
330218,10192,3,1330183600
3328,10192,3,1302782000
1612,10192,3,1322828800
23732,10192,3,1293332000
7109,10192,3,1323226200
20210,10192,3,1323932000
22916,10192,3,1302936800
22368,10192,3,1302697600
19982,10192,3,1333313600
61302,10192,3,1333322200
1631,10192,3,1303228800
32866,10192,3,1339732200
18299,10192,3,1313297600
22722,10192,3,1312892800
31269,10192,3,1312201600
1966,10192,3,1330316800
22370,10192,2,1373990200
12192,10192,3,13100060800
1233,10192,3,1309968000
8117,10192,3,1306837600
100339,10192,3,1316620800
10010,10192,3,1312806200
37733,10192,3,1317032800
36212,10192,3,1333209600
22009,10192,3,1361289600
29093,10192,3,1372321600
21210,10192,3,1308672000
89917,10192,3,1303129600
92996,10192,3,1389801600
133,10192,3,1366021600
2207,10192,3,1339082800
12337,10192,3,1332131200
12330,10192,3,1332831200
2926,10192,2,1311696000
6333,10192,2,1321632000
22233,10192,3,1388332800
2169,10192,3,1336233600
61661,10192,3,1389888000
10706,10193,3,1317139200
393769,10193,2,1393928800
1331,10193,3,1338823600
77328,10193,2,1311868800
12696,10193,3,1376236800
108302,10193,3,1323026200
1303,10193,3,1372262200
28196,10193,2,1318233200
10233,10193,2,1328761600
39237,10193,2,1212222200
3729,10193,3,1260260800
282397,10193,3,1302006200
22622,10193,3,1272623200
133331,10193,3,1262016000
1829,10193,2,1297699200
3016,10193,3,1272803200
12971,10193,2,1222338200
1733,10193,3,1368720000
13327,10193,3,1331720800
26793,10193,2,1392632800
19662,10193,2,1378310200
23299,10193,3,1323026200
1223,10193,3,1323318200
10017,10193,3,1222323600
23737,10193,3,1291026200
2193,10193,2,1371371200
3199,10193,3,1326902200
2237,10193,2,1330376000
167,10193,3,1382183600
177318,10193,3,1376130200
389,10193,3,1372089600
376,10193,2,1333227200
21331,10193,3,1290700800
82103,10193,3,1333232200
31812,10193,3,1302362800
111,10193,3,1367310200
329,10193,3,1382371200
13122,10193,3,1336231200
1289,10193,2,1292322200
22999,10193,3,1338238200
82323,10193,2,1368633600
33707,10193,3,1329798200
2836,10193,2,1332086200
8921,10193,3,1321372800
22133,10193,3,1389236000
78893,10193,3,1232333600
9211,10193,3,1386086200
20793,10193,1,1190022800
63832,10193,2,1326083200
2236,10193,2,1362738200
